'	832|833|835|839|847|850|856|861|862|871|872|875|877
Jerdon	842
Jeremiah	832|833
Jeremy	870|874|878
Jerne	851
Jeroen	859
Jerome	833|839|846|861
Jerry	832|833|835|839|846|847|848|861|874
Jersey	832|833|834|837|838|839|841|847|850|853|870|877
Jerusalem	832|874
Jerzy	859
Jesse	832|839|849
Jessica	839
Jester	861
Jesus	832|833
Jet	832
Jeunesse	869
Jewellery	875|877|878
Jewfro	837
Jewish	832|833|834|837|839|840|847|848|851|874
Jewishvirtuallibrary	839|840
Jews	833|834|840|851|855|874
Jheri	837
Jianzi	850
Jicha	833
Jill	832|833|835
Jim	832|833|835|847|850|859|861|874|877|878
Jimenez	835
Jimi	856|857
Jimma	833
Jimmy	832|833|839|846|847|854|859|870|877
Jingle	847
Jingles	847
Jingozian	832
Jisi	859
Jitters	833
Jo	834|839|847|874|877
Jo-Ann	845
Joachim	851|858
Joan	839|840|844|870
Joanie	839
Joanna	870|874
Joanne	839
Joaquin	863
Job	832
Jobs	832|850
Jocelyn	836
Jochen	870
Jockeys	877
Jodi	832
Jodrell	872
Joe	832|833|835|839|850|860|861|862|877
Joe'	833
Joel	833|834|839|848|850|861|862
Joey	835|862
Johann	850|851|858|870
Johannes	851
Johanneskirche	851
Johanniterbr	851
John	829|832|833|834|835|836|838|839|840|841|842|846|847|848|850|851|858|859|861|862|865|866|870|871|872|874|875|876|877|878
Johnathon	874
Johnes	832
Johnnie	877
Johnny	839|844|846|847|848|861|877
Johns	835|861
Johnson	829|832|833|835|846|850|855|859|863|870|874|877
Johnston	832|839|847|861|870|875|877|878
Johnstone	869
Join	832
Joining	875
Joint	832|833|870|875|877
Jointly	870
Joke	835|846|861
Joker	835|861|862
Joker's	861
Jokes	833
Jokgu	850
Jolla	847
Jon	832|833|839|842|859|862|870|874
Jonah	850|862
Jonas	833
Jonathan	832|833|839|847|850|861|862|866|867|874|875|878
Jonathon	832
Jones	829|830|831|832|833|834|839|844|847|848|849|850|856|861|862|866|877|878
Jonqueres	840
Jonsson	832
Joplin	846|847
Jorba	840
Jordan	832|834|835|859|861|870|877
Jordania	867
Jordi	840
Jordy	833
Jorge	834|850
Jorginho	869
Joris	851
Jose	833|846|847
Josef	851|868
Joseph	832|833|834|835|839|846|847|850|853|861|862|867
Josh	839
Joshua	833|847|862
Josie	835
Journal	829|830|831|832|833|838|839|840|842|850|855|861|874|876
Journal-Constitution	833
Journalism	865|874
Journalist	835
Journalists	832|870|875|877|878
Journey	832|855|858|862
Joventut	840
Joy	839
Joyce	832|839
Joysticks	872
Jpost	874
Jr	832|833|835|840|841|847|853|861|862|866
Jrs	861
Juan	869
Jubilation	833
Judd	832|861|871|872
Jude	839
Judeophobia	874
Judge	833|847|861|862|877
Judgment	861
Judicial	834|847
Judiciary	832|833|834
Judith	834
Judovits	835
Judy	839|844|850|861
Juegos	840
Jugendchorfestival	851
Juilliard	847
Juin	865
Jul	840|851|855
Jule	847
Jules	842|850|877
Julfar	834
Juli	840
Julia	840
Julian	838|839|861|869|870|874
Julianna	833
Julie	833|835|839|861|874
Julien	839
Juliet	830
Julio	877
Julius	835|858|861
July	831|832|833|834|835|836|838|839|840|842|846|847|849|850|851|854|855|861|862|866|869|870|871|872|874|875|876|877|878
Jumbo	846
JumboTrons	833
Jump	829|830|831|832|833|834|835|836|837|838|839|840|841|842|843|844|845|846|847|848|849|850|851|852|853|854|855|856|857|858|859|860|861|862|863|864|865|866|867|868|869|870|871|872|873|874|875|876|877|878
Jumpy	845
Jun	840|851|855
Junction	877
June	831|832|834|835|836|838|839|840|842|846|847|850|851|855|859|861|862|866|867|869|870|871|872|874|875|876|877|878
Juneteenth	833
Jung	851
Jungle	845|861
Junior	833|840|850|862|863|869
Junjo	845
Junkie	832
Junkyard	832
Juny	866
Jupiter	858
Jupp	869
Jura	851
Jussieu	830
Just	839|840|846|847|848|849|850|856|862|874|878
Just'a	861
Justice	832|833|834|835|841|861
Justice's	833
Justices	834
Justin	835|838|862|874|878
Juvenile	834|842
Juveniles	850
Juventus	869
K	829|830|832|833|834|835|840|842|846|847|850|851|855|865|868|869|870|874
K-os	845
K1	870
KA	842
KB	857|860|872
KBIG	847
KBS	870
KC	846
KFC	869
KFM	862
KGB	874
KGS	851
KIA	866
KISS-XM	877
KNOW	839
KNR	870
KPN	875
Ka'ab	855
Kabaddi	850
Kabardian	852|854
Kabinett	851
Kabyle	852|854
Kadhimyah	855
Kadhum	855
Kadlec	869
Kadooment	834
Kagan	832
Kahn's	850
Kai	851
Kaine	832
Kaiserslautern	869
Kakuji	866
Kakuta	866
Kalaallisut	832|855
Kalar	855
Kalba	834
Kalinago	834
Kalindjian	862
Kalju	869
Kall	855
Kalmar	869
Kalmyk	852|854
Kamali	833
Kammerorchester	851
Kammu	857
Kampeas	832
Kancheli	859
Kane	832|835|849|861|862
Kane's	861
Kangaroo	829|831
Kangen	832
Kanjar	861
Kannada	852|854
Kannur	834
Kansai	850
Kansas	832|833|847|850|862|872
Kansas-born	832
Kantons	851
Kantonsliste	851
Kantor	832
Kaoshi	853
Kapampangan	832|834|840|852|854
Kapi	832|840
Karachay-Balkar	852|854
Karadah	855
Karakalpak	852|854
Karan	839
Karbala	855
Karballah	855
Karen	832
Karger	832
Karikatur	851
Karim	855|869
Karin	870|874
Karkh	855
Karl	832|834|840|846|851|859
Karlsruhe	851
Karlsruher	869
Karman	832
Karn	842
Karney	861
Karsch	839
Kartuska	864
Karuna	858
Kasak	832
Kasha	839
Kashmir	874
Kashmiri	852|854
Kashubian	852|854
Kasia	870|874
Kasriel	862
Kasserine	865
Kasujja	874
Kasz	842
Kat	832
Katana	835
Kate	835|836|866|870|874|878
Katey	862
Katharine	832|833|839
Katherine	833|835|858|861|866
Kathleen	833|835|861
Kathy	830|833|835|847|863|874|878
Katie	839|847|862
Kato	835|861
Katrina	847
Katty	870|874
Katunich	859
Katy	851|871
Katz	832|835|846
Kaufbeuren	851
Kawaguchi	863
Kawazu	863
Kay	830|853|859|870|874|877
Kaye's	859
KaysersbergD	851
Kazakh	852|854
Kazakhstan	870
Kazan	869
Keane	849|874
Kearney	840|851|874|878
Keaton	839|861|862
Keats's	842
Keeling	834|870
Keen	833
Keene	871
Keep	839|841|847
Keeping	832|833|861|867
Keeps	840|847
Kees	839
Kefauver	832
Kegan	870
Keily	833
Keisuke	863
Keith	832|835|839|857|877
Keliher	847
Kelion	870
Kellie	835|863
Kellman	832
Kelly	830|832|838|839|850|861|874|877
Kelly's	874
Kelvin	861
Kemari	850
Kempten	851
Ken	832|835|840|846|850|859|862
Kendall	846|872|874
Kendall's	872
Kenesaw	850
Kennedy	832|833|835|838|839
Kenneth	833|839|862|872|874
Kenny	839|846|847|848|870|877
Kensignton	834
Kensington	834|874
Kent	832|835|861
Kenthurst	829|831
Kentish	834|853
Kentschke	869
Kentucky	832|833|847
Kenwood	832|836
Kenya	832|833|834|870
Kenyan	832|833
Kenyans	833
Kenyans'	833
Kenyon	838
Kepler	835
Keppe	855
Keppel	846
Kerala	842
Kerbala	855
Kercheval	850
Kergan	849
Keri	850
Kermode	874
Kern	832|833|839
Kernowek	832|834|840
Kerr	847
Kerrang	875|877|878
Kerry	832|847
Kersey	846
Kershner	832
Kesby	874
Kesel	835
Kesel's	835
Kessenich	851
Kessler	833
Keval	872
Kevan	863
Kevin	829|830|831|832|835|839|847|861|862|872|874|877
Kevlar	861
Kew	871
Key	835|838|846|847|861|870|871|874|876|878
Keyboard	839|872
Keyboards	849
Keyes	832|833
Keynes	871
Keynote	832
Keysi	862
Khalaf	855
Khaled	855
Khalid	855
Khalifa	855
Khan	833|849|855|861|862
Khanaqin	855
Kharijite	855
Kharkiv	869
Khasab	834
Khazar	869
Khelaf	855
Khmer	852|854
Kho	850
Khor	834
Khuzestan	855
Ki-o-rahi	850
Kick	846|857|875
Kickball	850
Kickers	869
Kicking	875
Kicks	832|848|876
Kid	847|861
Kid's	846
Kidder	862
Kids	847|870|875
Kids'	833
Kie	869
Kiev	864
Kifri	855
Kikuyu	852|854
Kilg	835
Kill	835|861
Killed	832|866
Killer	835|845|861
Killian	842
Killing	835|839|861
Kills	839
Kilmer	861
Kilwa	834
Kim	832|835
Kimball	838
Kimberly	835
Kimmel	847
Kimura	863
Kin-Ball	850
Kind	839|846|848|872
Kindersley	835|861
Kinematics	842
Kinetics	850
King	830|832|833|834|835|839|841|846|847|848|855|856|859|861|862|868
King's	833|866|877
Kingdom	829|830|831|833|834|840|842|844|845|846|847|849|850|851|855|862|870|871|872|874|875|876|877|878
Kings	839|840
Kingston	871
Kinkaid	866
Kinks	844|861
Kinks'	844
Kinsella's	850
Kinyarwanda	832|834|852|854
Kipner	846
Kirchberg	869
Kirchner	832
Kiribati	834|870
Kirk	832|839
Kirkpatrick	832|833
Kirkuk	855
Kirschgarten	851
Kirshner's	848
Kirsten	862|869
KirstenUlf	869
Kirsty	842|870|874|878
Kirundi	852|854
Kiryat	869
Kiska	866
Kiss	845|846|861|875|877|878
Kissy	877
Kisumu	832
Kiswahili	832|834|839|840|855|870
Kit	832|857
Kits	857
Kitson	872
Kitten	861
Kitts	834|870
Kiyoshi	833
Klassen	839
Klaus	846|869
Klein	839
Kleinbasel	851
Kleine	851
Kleines	851
Kleinh	851
Kline	839
Klingen	851
Klingental	851
Klingental-Kaserne	851
Klinsmann's	869
Klondike	866
Kloten	851
Klybeck	851
Knack	839
Knew	833|850
Knickerbocker	850
Knickerbockers	850
Knickerbockers'	850
Knife	839
Knight	835|838|861|862|871|872
Knight's	835
Knightfall	835|861
Knights	835|855|861
KnightsEnd	861
Knocking	874
Knockout	857|869
Knoepfle	832
Knoller	833
Knopf	832|850
Knotty	850
Know	832|835|839|848|849|850|872
Knowledge	835|870|875
Knowles	833|870
Knowlton	833
Known	834|839|840|846|872
Knows	832|833|844
Knox	861
Kobe	840
Kobra	861
Kobryn	864
Kochi	834
Kodak	847
Kode	854
Kodiak	866
Kodungallur	834
Kofi	832
Kogelo	832|833
Kohlenberg	851
Kohlenstrasse	851
Kohr	833|869
Koisanja	855
Koisanjaq	855
Kolber	848
Kolja	869
Kollam	834
KolmarD	851
Kolonbiako	854
Koltun	832
Komada	863
Komandorski	866
Komar	864
Kombat	861|862
Kombat'	862
Komi	852|854
Komi-Permyak	852|854
Komla	870|874
Kong	834|835|844|853|862|870
Kongo	840|852|854
Konstanz	851
Kool	846
Kopachena	842
Koppett	850
Koppett's	850
Korea	833|840|842|850|870
Korean	833|840|844|852|853|854
Korfball	850
Koring	855
Korman	839
Kornblut	832|833
Koroste	864
Korps	865
Kors	839
Kose	842
Koshien	850
Kosmin	874
Kosmogonia	859
Kosovo	870|874
Kostas	869
Kotato	858
Kotlikoff	832
Kova	869
Kovac	863
Kovaleski	832
Kowloon	862
Kozhikode	834
Koziatyn	864
Kr	836
Krall	839
Kramer	839|861
Kramer's	839
Krans	850
Krause	835
Krautrock	844
Kravitz	833
Kray	869
Kree	869
Kreisberg	862
Kremer	869
Kreuzlingen	851
Krey	832|834|845|850
Kriens	851
Krishna	877
Kristal-Astro	875
Kristen	832
Kriwaczek	871|872
Kronum	850
Kroos	869
Krugman	832
Krystin	832
Krzyn	869
Krzysztof	859
Ksaira	865
Kte'pi	850
KuPS	869
Kubby	832
Kucinich	832
Kufa	855
Kufans	855
KugbDQHX0R8C	846
Kugler	851
Kulturen	851
Kumar	872
Kumayl	855
Kunst	851
Kunstgeschichte	851
Kunsthalle	851
Kunsthallebasel	851
Kunstmuseum	851
Kuntz	833
Kuntze	830
Kuntze's	830
Kurd	832|834|840|855
Kurdish	852|854
Kurds	855
Kure	866
Kurien	837
Kuril	866
Kuriles	866
Kurils	866
Kurt	839|850
Kurt's	839
Kurtzman	862
Kurutz	848
Kut	855
Kutaisi	869
Kutski	877
Kuttler	835
Kuttler's	835
Kuwait	834|855|870
Kwame	832
Kwanzaa	833
Kyiv	869
Kyla	863
Kyle	835|861|862
KyleSmithOnline	862
Kylie	839
Kyrgyz	852|854
Kyrgyzstan	870
L	829|830|831|832|833|834|835|839|840|842|847|850|851|859|861|866|869|870|878
L'Administraci	840
L'Ametlla	840
L'Amour	872
L'Antiga	840
L'Auditori	840
L'Eixample	840
L'Hospitalet	840
L'Illa	840
L'Oasis	877
L-2	859
L2dJQSEvUUt3QS9ZQnB3LzZfU0lTMVI1OTMwOE9GMDAyMzFKS0owNUVPODY	840
L9	840
LA	832|833
LAN	870
LASIK	847
LAST	835
LCCN	832|836|839
LED	859
LEGO	835
LEY	840
LGBT	832|833|834|839
LGV	840
LIFE's	847
LIFISVA	846
LINE	835
LISP	872
LJBC	870
LLC	856|859
LNFA	840
LOve	856
LP	847|856
LPs	845|877
LR	870
LRT	870
LSD	851
LTD	857
LTDA	840
LTV	870
LUZ	840
LV-ROM	871
LW	878
La	832|840|842|844|847|849|850|851|869|877
LaGuardia	833
LaRay	834
LaRiva	832
LaSalle	862
LaVerne	847
Lab	842
Labbadia	869
Label	845
Labels	839|845|846|847|849|856
Laberint	840
Labor	832|837
Laboratories	872
Laboratory	832|872
Labour	834|874
Labour's	870
Labour-watch	878
Labrador	834
Labuan	834
Labyrinth	840
Laccadive	834
Lace	872
Lack	832
Lacrimosa	851
Lacrosse	850
Laden	832|839|862
Laden's	832
Ladies	869|874|876|878
Ladiges	829|830|831
Ladiges'	829|830|831
Ladino	832|840|850|852|854
Lady	833|835|839|847|861
Lagerphone	857
Lagoon	848
Lagori	850
Laine	871
Laing	872
Lak	852|854
Lake	831|833|835|850|851|866
Lakshadweep	834
Lam	850
Lamacq	877
Lamarr	847
Lamb	871
Lambie-Nairn	874
Lament	857|859|860
Lamento	858
Lamont	829|830|831
Lamplight	846
Lampon	878
Lampoon's	848
Lamster	850
Lana	844
Lancashire	834|853
Lancaster	834
Lance	835|861
Lancy	851
Land	830|834|841|842|850|855|861|875
LandauD	851
Landing	866
Landis	850
Landmark	832|833|874
Landon	869
Landquartiere	851
Lands	866
Landscape	836
Landscope	830
Landship	834
Landslide	832|833
Lane	832|834|839|847|878
Lane's	839
Lang	851|857|870|874|878
Lange	838|839
Langevin	858
Langlois	859
Langshaw	835
Language	832|840|841|850|853|862|868|870|872|874|877
Languages	829|830|831|832|833|834|835|836|837|838|839|840|841|842|843|844|845|846|847|848|849|850|851|853|854|855|856|857|858|859|860|861|862|863|864|865|866|867|868|869|870|871|872|873|874|875|876|877|878
Lanka	834|842|870
Lankan	834|853
Lankaran	869
Lannan	832
Lanning	835
Lansbury	839
Lantern	835|861|862
Lantern's	835
Lanterns	835
Lanugo	837
Lao	844|852|854
Laos	870
Lap	859
Lapa	834
Lapta	850
Lard	877
Lardner	850
Large	838|840|851|858
Largest	833|834
Larissa	832
Larkin	845
Larry	832|833|834|839|846|847|848|849|850|859|861|862
Lars	842|869
Larsen	869
Larson	832
Las	834|839|840|847
Laser	847
LaserVision	871
Laserdisc	871|872
Lashley	834
Last	832|833|834|835|839|841|845|846|847|849|850|861|866|874|878
Lastly	834
Lat	834
Late	837|847|850|851|875
Late'	833
Lateef	870|874
Later	832|833|835|839|847|859|861|876|877
Latest	832|834|876
Latga	832
Latgalian	852|854
Latifah	833
Latin	830|834|837|840|842|844|847|850|851|852|854|855|859|860|868|878
Latina	832|834|837|839|840|846|850|851|853|854|859|861|868|870
Latinate	868
Latino	834|853|862
Latinos	850
Latitude	877
Latrace	863
Latrobe	833
Lattek	869
Latvia	870
Latvian	852|854
Latvie	832|834|839|840|842|844|850|851|855|859|861|862|869|870
Latycz	864
Lauderdale	839
Lauer	834
Laughs	861
Launch	835|847|877
Launched	832|854|874|875|876
Launches	832|833
Launching	875
Launching-BBC-One-Scotland-HD-and-BBC-One-Wales-HD	875
Lauper	847|848
Laura	832|833|839|850
Laureate	832
Laureates	832
Laurel	839
Lauren	839
Laurence	832|839
Laurentii	842
Laurents	839
Laurents'	839
Laurie	832|833|878
Lausanne	851|863
Lausbubengeschichte	868
Lauter	832
Lauwerys	853
Lavista	858
Lavista's	858
Law	832|833|834|840|855|871
Law's	866
Lawcourts	834
Lawes	845
Lawmakers	832
Lawn	832
Lawrence	833|838|839|850|874
Laws	833|838|858
Lawsuit	839
Lawyer	832
Lawyer's	832
Lay	849
Layered	837
Lazar	874
Lazarus	835
Lazio	869
Lazy	839|861
Le	840|859
LeVar	832
LeVert	849
Lea	839
Leachman	839
Lead	832|833|839|859
Leader	832|834|862
Leaders	832|833
Leadership	832|833
Leading	832|838|839
Leads	849
Leaf	861
League	832|833|834|835|840|847|850|851|861|862|869|875
League's	850|862
Leagues	850|861
Leah	833
Leaks	832
Leaman	833
Lean	839
Learn	832|845
Learned	832|862
Learners	853
Learning	833|834|840|853|859|870|871|875|876
Learns	839
Lears	834
Least	842
Leatherwing	861
Leave	839
Leaving	840|844
Lebanese	834
Lebanon	870
Leboa	832
Lech	869
Lecturer	832
Lectures	874|878
Led	832|844|848|866
Ledbetter	832|833
Ledger	862
Lee	832|834|839|844|845|847|850|859|861|862|863|870|874|877|878
Lee's	861
Leech	838
Leech's	838
Leeds	836|870|871|875|877|878
Leeds-based	875
Leedsartgallery	836
Leeson	871
Leeward	834
Leewards	834
Left	832|844|850
Leftism	833
Lefty	861
Leg	837
Legacy	832|833|846|855|861
Legal	871
Legend	832|834|839|859|861
Legendary	850|862
Legends	835|857|861|862|870
Legeno	862
Legge	874|877
LegiStorm	832
Legia	869
Legion	839|861
Legislation	832|833|846|870
Legislative	832
Legislature	834
Lego	861
Legs	835
Leguizamo	839
Lehnhoff	869
Lehrer	832
Leiber	848
Leibovich	832|833
Leibovitz	875
Leiden	842
Leigh	834|870
Leighton	870
Leipzig	830|869
Lekagul	842
Lelo	850
Lemgo	851
Lemmon	839
Len	835
Lending	870
Length	837
Lenin	836
Leninimports	836
Lennon	839|846
Leno	847|869
Lenox	847
Lens	866
Lentia	868
Lentibulariaceae	830
Leo	859|861|870
Leon	832|839|846
Leonard	844|850|858|859|866|878
Leone	833|834|870
Leonhard	851
Leonhardskirche	851
Leptophyllae	829
Lerato	874
Lerner's	839
Les	832|835|839|840|859|861
Lesh	859
Lesko	850
Lesley	846|871|872|874
Leslie	835|836|850|861|870
Lesotho	834|870
Less	835|840|859
Lesser	834|842
Lessons	859
Lessouda	865
Lester	848|873|877
Let	832|833|844|846|847|848|849
Let's	847
Lethe	837
Leticia	840
Letter	833|847|878
Letters	872|874|878
Letting	833
Leutkirch	851
Lev	861
Levadia	869
Levante	869
Level	851|859
Levenson	832
Leverkusen	869
Leverkusen's	869
Levey	832
Levi	839
Leviathan	861
Levin	859
Levine	839|877
Levinson	832
Levitz	861|862
Levski	869
Levy	832|845|870
Levy's	845
Lewandowski	869
Lewis	829|832|833|835|836|839|842|847|850|861|862|872|874
Lewis's	850
Lewiston	837
Lex	835|861
Lexicon	829
Lexikon	851
Lexington	847
Leyl	870|874
Leymah	832
Lezgian	852|854
Liam	862
Liars	832
Liasal	868
Liasson	832
Libbenga	872
Libby	874|878
Libedia	834
Liberal	834|850
Liberalism	832
Liberation	832
Liberator	861
Liberec	869
Liberia	833|834|870
Liberian	834|853
Libertarian	832
Libertas	869
Liberty	837|838|861
Liberty's	838
Libra	861
Librarian	835
Librarians	835
Libraries	870
Library	834|835|837|851|853|857|870
Libya	832|870
Libyan	832
Licence	870|875|876|877|878
Licences	834|874
License	829|830|831|832|833|834|835|836|837|838|839|840|841|842|843|844|845|846|847|848|849|850|851|852|853|854|855|856|857|858|859|860|861|862|863|864|865|866|867|868|869|870|871|872|873|874|875|876|877|878
Licenses	832
Licensing	837|847|870
Liceu	840
Lichmera	829|830
Lichtman	841|850
Lick	876
Lida	864
Liddell	829
Liddiment	870
Lieberman	832
Liebesrock	859
Liebman	859
Liechtenstein	834|870
Liechti	842
Liep	869
Lies	832
Liestal	851
Lietuvi	832|834|840|842|850|851|853|854|855|859|861|862|868|869|870
Lieutenant	841|861|862|865|866
Life	832|833|835|836|839|844|845|846|847|850|851|861|870|875|876|877|878
Lifelong	850
Lifestyle	845|870|875
Lifetime	833|839|847
Lift	833
Lifted	832
Lifting	832
Liga	840
Light	839|861|870|874|877|878
LightWave	859
Lighthouse	866
Lighting	861
Lightning	861|862
Lights	861
Lignotuberous	831
Ligure	834|840|868
Ligurian	852|854
Like	829|831|832|835|839|841|847|853|859|861|862|872|875
Lila	847
Lillet	840
Lillian	839
Lillibullero	874
Lilly	832|833
Limassol	869
Limbaugh	833
Limburgish	852|854|868
Limburgs	832|834|840|868
Lime	874|875
Limerick	863
Limit	832
Limited	834|847|861|862|870|872|877
Limits	833
Lincoln	832|833|838|839|861
Lincoln's	833
Lincolnshire	870|871|874|875|876
Linda	832|839|846|847|848
Lindau	851
Lindelof	862
Lindisfarne	842
Lindsay	832
Lindsey	846
Lindy	862
Line	832|840|846|850|859|861|865|870|874|878
Line-Up	861
Lines	839|851|860
Lineup	877
Ling	832|834|840|852|854
Linguistic	861
Link	875
Links	833|850|861|870|872|875
Linnaeus	842
Linnean	830
Linus	862
Linwood	865
Linz	840|868
Lion	832|839|855
Lionel	839|848|851|859
Lions	869
Lipsius	846
Liquid	877
Liquor	834
Lisa	832|833|839|849|868
Lisa's	839
Lisi	833
List	829|832|833|834|835|836|837|839|840|841|842|844|848|850|852|853|854|855|857|859|861|862|865|869|870|871|874|875|876|877|878
List_of_Wikipedias_by_speakers_per_article	854
Listen	832|833|877|878
Listening	870|877|878
Lists	833|834|835|853|861|862
Literacy	871|872
Literary	853|870|875|877|878
Literature	833|837|861|868
Literaturgeschichte	851
Lithium	877
Lithuania	870
Lithuanian	852|854|864
Lithuanian-Soviet	864
Litoral	840
Littau	851
Little	830|832|834|835|838|839|841|846|848|849|850|859|862|866
Littlefield	861
Liu	832|847
Live	832|833|839|845|846|847|850|861|870|871|872|874|875|876|877|878
Live-action	861|862
Liverpool	869|870|877|878
Lives	841|861|874|877|878
Livesey	874
Living	832|839|845|846|847|848|870|875|877|878
Livingit	870|875|877|878
Liz	832|833|839
Liza	832|839
Lizza	832
Ljubljana	869
Llacuna	840
Llagosta	840
Llanelli	869
Llavaneres	840
Lle	840
Lleida	840
Lleida-Alguaire	840
Llevant	840
Lli	840
Llinars	840
Lliure	840
Llobeta	840
Llobregat	840
Lloren	840
Lloyd	834|839|865|870|874
Llu	840
Llull	840
Loaded	850
Loaf	847
Lobbyists	832
Local	870|875|877|878
Locarno	851|866
Located	838|851
Location	832|833|840|851|855|864|865|866|868
Locations	835|861|862
Loch	851
Lochhead	833
Lock	870|875|877|878
Lockdown	833|861
Lockhart	862
Lockwood	850
Locomotion	871|872
Loeb	861|862
Loesser	847
Loft	875|877
Log	829|830|831|832|833|834|835|836|837|838|839|840|841|842|843|844|845|846|847|848|849|850|851|852|853|854|855|856|857|858|859|860|861|862|863|864|865|866|867|868|869|870|871|872|873|874|875|876|877|878
Logan	832|834
Loggins	839|848
Logica	871
Logie	870|875
Logistics	866
Logiudice	848
Logo	870|871|872|874|876
Logo's	847
Logos	870|877|878
Logro	840
Lohnhof	851
Lois	832|839
Lois'	839
Lojban	832|852|854|870
Lokeren	869
Lokomotiv	869
Lola	847
Lolo	832|833
Lomb	869
Lombard	852|854
Lombardo	857
Londinium	835|861
London	830|832|833|834|836|838|839|840|842|844|847|848|850|851|853|857|859|861|862|870|871|872|874|875|876|877|878
London's	839|840|847|870
London-based	834
London-centric'	878
Lonely	839|844|846|870
Long	832|834|837|839|845|849|857|861|862|872|875|877|878
Long-Term	847
LongHorn6	859
Longacre	838
Longer	839|849
Longest	877
Longing	839
Longistyles	831
Longoria	833
Longsands	874
Look	832|839|843|846|850|853|861|874
Looking	845|847|848|859|870
Lookout	866
Looks	835|847|862
Loose	874|878
Lopatin	858
Lopex	861
Lopez	833
Lord	837|861|862|870|871|874|876
Lord's	833
Lords	861
Lorelli	866
Loren	835|839
Lorenzo	862
Loretta	839
Lori	832
Lorimer	832
Lorne	839
Lorraine	875
Lorrie	847
Lory	839
Los	832|833|834|839|840|847|849|850|856|859|861|862
Lose	856
Losers	862
Loss	832
Losses	850
Lost	848|861|862|871|877
Lothian	830
Lotta	861
Lotte	869
Lottery	870|875
Lou	846
Loud	847
Loud'n'proud	877
Loudon	838
Loudun	859
Loughborough	840|874
Louie	841|849|857
Louis	832|837|839|840|850|851|858|859|870
Louise	832|839|870|874|878
Louisiana	832|833
Lounge	839|877
Lounge'	877
Lovato	833
Love	832|839|844|845|846|847|848|849|856|861|877
Love's	844|849
Loved	839
Lovely	849
Loven	839
Lover	847|849
Loves	839
Lovin'	839|848
Low	835|851|852|854|858|862|868|872
Lowe	839|850|874|877
Lowe's	877
Lowenstein	839
Lower	834|851|852|854|862|868
Lowery	833|861
Lowery's	833
Lowest	851
Lowflutes	858
Loye	842
Lt	832
Ltd	834|839|848|870|872|875
Lucas	832|833|839|847
Lucerne	851
LucerneS	851
Lucero	863
Lucia	834|870
Lucian	839|870
Luciano	839
Lucille	839
Lucinda	863
Lucius	835|851|861|862
Luck	861
Lucky	830|839
Lucy	834|870|874
Ludwig	829|851|857|868
Luft	833
Luganda	852|854
Lugano	851
Lugar	832
Lugo	840
Luis	832|833
Luka	869
Lukas	842|869
Luke	829|830|831|833|835|874|878
Lullaby	848
Lulu	835|839
Lumbaart	832|834|837|851|868
Lumet	839
Lunar	833
Lunch	870|874
Luncheon	833
Lund	836
Lundstrom	857
Lunenburg	834|853
Luo	832
Lupescu	869
Lurra	854
Lussier	862
Lustig	874|878
Luther	832|833|846
Luthier	859
Luthier-produced	859
Luthmann	835
Luthor	835|861
Luthor's	861
Luxembourg	834|870|877
Luxembourgish	852|854|868
Luxist	833
Luzern	869
Lw	864
Lyall	862
Lycan	847
Lydiard	877
Lying	832
Lyle	848
Lynch	870
Lynda	863
Lyndon	832|833
Lynn	832|833|839
Lynne	848
Lynx	842
Lynyrd	848
Lyon	863|869
Lyons	875|876
Lyre-guitar	859
Lyria	851
Lyricists	847
Lyrics	839|847
Lyse	870|874
Lyttle	832
M	829|830|832|833|834|835|839|840|842|844|846|847|849|850|851|852|853|854|855|859|861|864|866|868|869|872|874|877
M101	865
M4	865
MAC	847
MACBA	840
MAG1188950	850
MAN	862
MANHUNTER	835
MANILOW	847
MARTIAN	835
MARVEL'S	835
MASS	859
MB	871|872
MBC	870
MC	845
MC5	844
MCA	845|846|849
MD	861
MEAC	833
MEBC	870
MF	869
MFN	834
MFSB	846
MGM	839
MHz	872|877|878
MINERGIE	851
MIX	877
MJP	870
ML	834
MLB	832|850|877
MLB's	850
MLK	833
MM	859
MNAF15E20I	833
MNGS5EQNGN1	855
MNRD15EOH7	833
MONTEVERDI	851
MORE	853
MOS	871|872
MOST	853
MP	834|874
MP3	876
MPs	870
MQ	840
MR	870
MRI	847
MRT	870
MS	851
MSNBC	832|833
MSV	869
MSX	872
MTK	869
MTV	833|835|862|870
MTV's	859
MTV3	870
MW	877|878
MYPA	869
Ma	833|839|841
Ma'mar	855
Maafa	833
Maarten	834|870
Maathai	832
Mabberley	830
Mabey	842
Mac	832|846|872|877
Mac's	877
MacAskill	832|833
MacColl	839
MacCormac	870
MacDonald	846|874
MacFarquhar	832
MacGarrigle	866
MacGregor	874|878
MacKenzie	830
MacLaine	839
MacLean	844
MacNeice	870
MacNeil	838
Macau	834|870
Maccabi	869
Macedonia	870
Macedonian	852|854
Macey	850
Macfarlane	861
Machaerilaemus	842
Machilipatnam	834
Machine	837|847|872|876|877
Machinist	862
Macintosh	874
Mack	832|839
Mackem	834|853
Mackenzie	870|874
Mackin	833
Macmillan	834|850|853|878
Macondo	832
Macor	850
Macy's	847
Mad	835|861
Madagascar	870
Madagascar2	834
Madame	861
Made	832|845|847
Madeira	834|870
Madelung	855
Madelyn	832|833
Madera	870|874
Madha	834
